gene,gene_upper,panel,source_lists,categories,source_evidence
PPP1R12A,PPP1R12A,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cGMP-PKG signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PPP1R1B,PPP1R1B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PPP2R2D,PPP2R2D,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PPP2R5B,PPP2R5B,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PPP2R5C,PPP2R5C,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PPP2R5D,PPP2R5D,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PPP3CA,PPP3CA,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
PPP3CB,PPP3CB,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
PPP3CB-AS1,PPP3CB-AS1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Calcineurin;Galaxy_STAR_calcium,Categorized_calcium:Calcineurin;Galaxy_STAR_calcium:Galaxy_STAR_calcium
PPP3CC,PPP3CC,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
PPP3R1,PPP3R1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
PPP3R2,PPP3R2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcineurin_NFAT;Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;Curated_258:Calcineurin_NFAT;KEGG_calcium_cAMP:Calcium signaling pathway
PRKACA,PRKACA,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
PRKACB,PRKACB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PRKACG,PRKACG,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PRKCA,PRKCA,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
PRKCB,PRKCB,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
PRKCD,PRKCD,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PRKCE,PRKCE,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium_Signaling;cGMP-PKG signaling pathway,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PRKCG,PRKCG,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling;KEGG_calcium_cAMP:Calcium signaling pathway
PRKCI,PRKCI,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PRKCQ,PRKCQ,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PRKCZ,PRKCZ,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Signaling,Calcium_genes_analysis:Calcium_Signaling
PRKG1,PRKG1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PRKG2,PRKG2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
PTAFR,PTAFR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PTCH1,PTCH1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PTGER1,PTGER1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PTGER2,PTGER2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
PTGER3,PTGER3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PTGFR,PTGFR,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
PTK2B,PTK2B,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Calcium signaling pathway;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:Calcium signaling pathway
PVALB,PVALB,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
RAB3GAP1,RAB3GAP1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
RAC1,RAC1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RAC2,RAC2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RAC3,RAC3,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cAMP signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cAMP signaling pathway
RAF1,RAF1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cGMP-PKG signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
RAP1A,RAP1A,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RAP1B,RAP1B,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RAPGEF3,RAPGEF3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RAPGEF4,RAPGEF4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RASGRP2,RASGRP2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
RCAN1,RCAN1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Calcineurin_NFAT,Curated_258:Calcineurin_NFAT
RCAN2,RCAN2,Tier4_Expanded_Calcium_Associated_732,Curated_258,Calcineurin_NFAT,Curated_258:Calcineurin_NFAT
RCAN3,RCAN3,Tier4_Expanded_Calcium_Associated_732,Curated_258,Calcineurin_NFAT,Curated_258:Calcineurin_NFAT
RCVRN,RCVRN,Tier4_Expanded_Calcium_Associated_732,Curated_258,Ca_sensors,Curated_258:Ca_sensors
RELA,RELA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RET,RET,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
RGS2,RGS2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
RHOA,RHOA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
RMDN3,RMDN3,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
ROCK1,ROCK1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
ROCK2,ROCK2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cGMP-PKG signaling pathway,KEGG_calcium_cAMP:cGMP-PKG signaling pathway
RRAS,RRAS,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RRAS2,RRAS2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
RYR1,RYR1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;ER_channels,Calcium_genes_analysis:Calcium_Channel;Curated_258:ER_channels;KEGG_calcium_cAMP:Calcium signaling pathway
RYR2,RYR2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;ER_channels,Calcium_genes_analysis:Calcium_Channel;Curated_258:ER_channels;KEGG_calcium_cAMP:Calcium signaling pathway
RYR3,RYR3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;ER_channels,Calcium_genes_analysis:Calcium_Channel;Curated_258:ER_channels;KEGG_calcium_cAMP:Calcium signaling pathway
S100A1,S100A1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100A10,S100A10,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A11,S100A11,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A12,S100A12,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A13,S100A13,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Galaxy_STAR_calcium,Ca-binding proteins;Calcium_Binding;Galaxy_STAR_calcium,Calcium_genes_analysis:Calcium_Binding;Categorized_calcium:Ca-binding proteins;Galaxy_STAR_calcium:Galaxy_STAR_calcium
S100A14,S100A14,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A16,S100A16,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A2,S100A2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100A3,S100A3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A4,S100A4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A5,S100A5,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A6,S100A6,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100A7,S100A7,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100A8,S100A8,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100A9,S100A9,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100B,S100B,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100G,S100G,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Ca_sensors;Calcium_Binding,Calcium_genes_analysis:Calcium_Binding;Curated_258:Ca_sensors
S100P,S100P,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
S100PBP,S100PBP,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Ca-binding proteins;Galaxy_STAR_calcium,Categorized_calcium:Ca-binding proteins;Galaxy_STAR_calcium:Galaxy_STAR_calcium
S100Z,S100Z,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,Calcium_Binding,Calcium_genes_analysis:Calcium_Binding
SARAF,SARAF,Tier4_Expanded_Calcium_Associated_732,Curated_258;SOCE_core_manual,SOCE_core,Curated_258:SOCE_core;SOCE_core_manual:SOCE_core
SCN9A,SCN9A,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SDF4,SDF4,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Curated_258;Galaxy_STAR_calcium,Ca_sensors;Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Curated_258:Ca_sensors;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SEC31A,SEC31A,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SERCA1,SERCA1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,ER_Calcium,Calcium_genes_analysis:ER_Calcium
SERCA2,SERCA2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,ER_Calcium,Calcium_genes_analysis:ER_Calcium
SERCA3,SERCA3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis,ER_Calcium,Calcium_genes_analysis:ER_Calcium
SLC24A1,SLC24A1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX
SLC24A2,SLC24A2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX
SLC24A3,SLC24A3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX
SLC24A4,SLC24A4,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX
SLC24A5,SLC24A5,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX
SLC25A23,SLC25A23,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Categorized_calcium;Curated_258;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Mitochondrial;Mitochondrial_Calcium;Other Ca-related,Calcium_genes_analysis:Mitochondrial_Calcium;Categorized_calcium:Other Ca-related;Curated_258:Mitochondrial;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SLC25A24,SLC25A24,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
SLC25A25,SLC25A25,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
SLC25A31,SLC25A31,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SLC25A4,SLC25A4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SLC25A5,SLC25A5,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SLC25A6,SLC25A6,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SLC3A2,SLC3A2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SLC8A1,SLC8A1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX;KEGG_calcium_cAMP:Calcium signaling pathway
SLC8A2,SLC8A2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX;KEGG_calcium_cAMP:Calcium signaling pathway
SLC8A3,SLC8A3,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP,Calcium signaling pathway;Calcium_Channel;NCX,Calcium_genes_analysis:Calcium_Channel;Curated_258:NCX;KEGG_calcium_cAMP:Calcium signaling pathway
SLC8B1,SLC8B1,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Curated_258;Galaxy_STAR_calcium,Galaxy_STAR_calcium;NCX;Other Ca-related,Categorized_calcium:Other Ca-related;Curated_258:NCX;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SLC9A1,SLC9A1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
SLN,SLN,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SMDT1,SMDT1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258,Mitochondrial;Mitochondrial_Calcium,Calcium_genes_analysis:Mitochondrial_Calcium;Curated_258:Mitochondrial
SOX9,SOX9,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
SPHK1,SPHK1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SPHK2,SPHK2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
SRF,SRF,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium;KEGG_calcium_cAMP,Galaxy_STAR_calcium;Other Ca-related;cGMP-PKG signaling pathway,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium;KEGG_calcium_cAMP:cGMP-PKG signaling pathway
SST,SST,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
SSTR1,SSTR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
SSTR2,SSTR2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
SSTR5,SSTR5,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
STIM1,STIM1,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP;SOCE_core_manual,Calcium signaling pathway;Calcium_Channel;SOCE_core,Calcium_genes_analysis:Calcium_Channel;Curated_258:SOCE_core;KEGG_calcium_cAMP:Calcium signaling pathway;SOCE_core_manual:SOCE_core
STIM2,STIM2,Tier4_Expanded_Calcium_Associated_732,Calcium_genes_analysis;Curated_258;KEGG_calcium_cAMP;SOCE_core_manual,Calcium signaling pathway;Calcium_Channel;SOCE_core,Calcium_genes_analysis:Calcium_Channel;Curated_258:SOCE_core;KEGG_calcium_cAMP:Calcium signaling pathway;SOCE_core_manual:SOCE_core
STIMATE,STIMATE,Tier4_Expanded_Calcium_Associated_732,Curated_258;SOCE_core_manual,SOCE_core,Curated_258:SOCE_core;SOCE_core_manual:SOCE_core
STOML2,STOML2,Tier4_Expanded_Calcium_Associated_732,Categorized_calcium;Galaxy_STAR_calcium,Galaxy_STAR_calcium;Other Ca-related,Categorized_calcium:Other Ca-related;Galaxy_STAR_calcium:Galaxy_STAR_calcium
SUCNR1,SUCNR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
SYT1,SYT1,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT10,SYT10,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT11,SYT11,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT13,SYT13,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT17,SYT17,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT2,SYT2,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT3,SYT3,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT4,SYT4,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT5,SYT5,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT6,SYT6,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT7,SYT7,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
SYT9,SYT9,Tier4_Expanded_Calcium_Associated_732,Curated_258,Synaptotagmins,Curated_258:Synaptotagmins
TACR1,TACR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
TACR2,TACR2,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
TACR3,TACR3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
TBXA2R,TBXA2R,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
TFEB,TFEB,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
TGFA,TGFA,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
TIAM1,TIAM1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,cAMP signaling pathway,KEGG_calcium_cAMP:cAMP signaling pathway
